type,year,state,abb,standard_fed_regions,region,division,barley,corn,cotton_els,cotton_upland,oats,rice,sorghum,soybeans,sugar_beets,sugarcane,wheat
plant and fail,2015,Maryland,MD,region III,South,South Atlantic,46944.65,395462.23900000006,NA,NA,4169.869999999999,NA,11590.51,503348.7729999999,NA,NA,345844.06999999983
plant and fail,2015,Massachusetts,MA,region I,Northeast,New England,18.66,17417.438000000006,NA,NA,173.99,NA,2.42,513.9300000000001,NA,NA,114.89999999999998
plant and fail,2015,Michigan,MI,region V,North Central,East North Central,8309.260000000002,2185727.5489999996,NA,NA,53522.83000000002,NA,874.3499999999999,1960347.168999999,149496.76099999997,NA,462021.24000000005
plant and fail,2015,Minnesota,MN,region V,North Central,West North Central,121279.75000000003,7998298.297699992,NA,NA,201755.8200000001,NA,2320.71,7517645.438000006,443135.98000000004,9.87,1486764.5399999989
plant and fail,2015,Mississippi,MS,region IV,South,East South Central,NA,491494.82000000007,NA,312509.4800000001,1283.6,143700.2,106921.197,2280901.3680000007,NA,3,142664.37000000005
plant and fail,2015,Missouri,MO,region VII,North Central,West North Central,3103.67,3160001.7815,NA,181279.46999999997,8233.100000000002,180797.24000000005,135013.48000000007,4483255.933999999,NA,0.02,670917.01
plant and fail,2015,Montana,MT,region VIII,West,Mountain,930114.6070000001,97116.32000000002,NA,NA,41792.66999999998,NA,1339.8600000000001,8861.380000000001,44126.95,NA,5438162.076999998
plant and fail,2015,Nebraska,NE,region VII,North Central,West North Central,6785.69,9357921.635999998,NA,NA,118713.66000000003,NA,178152.57999999993,5241234.738999995,46755.394,NA,1479469.3400000005
plant and fail,2015,Nevada,NV,region IX,West,Mountain,157.09,172.36,NA,NA,325.33,NA,134.99,NA,NA,NA,7464.719999999999
plant and fail,2015,New Hampshire,NH,region I,Northeast,New England,NA,13262.559999999998,NA,NA,2.77,NA,61.4,76.75,NA,NA,NA
plant and fail,2015,New Jersey,NJ,region II,Northeast,Middle Atlantic,3448.21,64255.390000000014,NA,NA,1802.6399999999999,NA,1679.28,102197.37999999998,32.230000000000004,NA,20196.580000000005
plant and fail,2015,New Mexico,NM,region VI,West,Mountain,8417.31,117717.5,6848.7699999999995,36603.066699999996,6506.440000000001,NA,108861.232,NA,NA,NA,380870.34
plant and fail,2015,New York,NY,region II,Northeast,Middle Atlantic,7395.920000000004,963694.6821999999,NA,NA,56116.260000000024,NA,706.89,293281.131,NA,NA,100389.19000000005
plant and fail,2015,North Carolina,NC,region IV,South,South Atlantic,16065.93,757673.1630000003,NA,383203.83999999997,15675.69,10.7,39521.62,1802724.4805,0.01,101.43,594212.4399999998
plant and fail,2015,North Dakota,ND,region VIII,North Central,West North Central,1026084.86,2669735.9600000004,NA,NA,237340.88000000006,NA,2411.4,5679205.5200000005,206593.53,NA,7799079.017999999
plant and fail,2015,Ohio,OH,region V,North Central,East North Central,3396.7399999999993,3434988.6105000004,NA,NA,17425.765000000003,NA,603.19,4692461.628499999,NA,NA,497433.7125
plant and fail,2015,Oklahoma,OK,region VI,South,West South Central,20329.149999999998,285191.0900000001,NA,209459.91999999993,23638.2,NA,423606.21000000025,389702.36399999994,NA,NA,5181200.1899999995
plant and fail,2015,Oregon,OR,region X,West,Pacific,41845.67000000001,69787.56,NA,NA,18760.72000000001,NA,158.41,968.58,8342.3,NA,745480.65
plant and fail,2015,Pennsylvania,PA,region III,Northeast,Middle Atlantic,31332.510000000002,853847.5539999998,NA,NA,44547.710000000014,NA,4633.940000000002,490757.9799999998,NA,NA,128059.06999999998
plant and fail,2015,Puerto Rico,PR,region II,NA,NA,NA,8.450000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant and fail,2015,Rhode Island,RI,region I,Northeast,New England,NA,1502.5900000000001,NA,NA,23.57,NA,45.650000000000006,4.9399999999999995,NA,NA,2.01
plant and fail,2015,South Carolina,SC,region IV,South,South Atlantic,1218.24,265809.385,NA,232184.639,14894.789999999999,53.8,18912.09,452182.709,NA,4.14,158051.17000000007
plant and fail,2015,South Dakota,SD,region VIII,North Central,West North Central,34046.22999999999,5261631.780300003,NA,NA,310754.1000000002,NA,193734.55999999997,5059804.782,108,NA,2661064.315
plant and fail,2015,Tennessee,TN,region IV,South,East South Central,3618.1499999999996,721292.2500000001,NA,151791.08000000002,2525.7200000000003,1674.96,123299.34999999999,1673607.9519999993,NA,NA,396944.26999999996
plant and fail,2015,Texas,TX,region VI,South,West South Central,29212.31999999999,2204130.238999999,16778.2,4734811.453699995,336385.7000000002,131172.05000000002,2490828.79,123953.93999999997,211.26,35406.979999999996,5754461.729000009
plant and fail,2015,Utah,UT,region VIII,West,Mountain,21297.610000000004,44159.479999999996,NA,NA,11204.76,NA,811.9000000000002,37.19,NA,NA,122987.27
plant and fail,2015,Vermont,VT,region I,Northeast,New England,132.7,83709.987,NA,NA,323.92,NA,66.14,3733.55,NA,NA,633.16
plant and fail,2015,Virgin Islands,VI,region II,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4.4399999999999995,NA
plant and fail,2015,Virginia,VA,region III,South,South Atlantic,31295.239999999994,362713.14000000025,NA,84367.82999999999,4705.660000000001,0.28,13800.68,612515.8409999998,NA,NA,223456.52999999985
plant and fail,2015,Washington,WA,region X,West,Pacific,103644.00999999997,160027.98099999997,NA,NA,9511.939999999999,NA,732.8599999999999,251.20000000000002,565.71,NA,2215093.761
plant and fail,2015,West Virginia,WV,region III,South,South Atlantic,1897.2699999999998,42225.939999999995,NA,NA,1222.5399999999997,NA,841.8900000000001,26281.92,NA,NA,6743.82
plant and fail,2015,Wisconsin,WI,region V,North Central,East North Central,23265.310000000005,3871591.9419999984,NA,NA,244043.39500000002,NA,1929.44,1857586.9361000003,24.7,NA,227640.9300000001
plant and fail,2015,Wyoming,WY,region VIII,West,Mountain,86149.78699999998,72959.63,NA,NA,19180.379999999997,NA,442.71000000000004,519.39,31434.239999999998,NA,143645.8700000001
plant and fail,2016,Alabama,AL,region IV,South,East South Central,209.11,287719.3518,NA,343153.77000000014,14095.710000000003,NA,6416.469999999998,394751.4400000001,NA,NA,135549.32
plant and fail,2016,Alaska,AK,region X,West,Pacific,4527.03,0.013,NA,NA,1139.99,NA,NA,NA,NA,NA,175.31
plant and fail,2016,Arizona,AZ,region IX,West,Mountain,16029.860000000004,87204.34000000001,14447.669999999998,112599.95,18850.12,NA,15820.079999999998,1.7,955.9,NA,106513.13
plant and fail,2016,Arkansas,AR,region VI,South,West South Central,NA,753823.265,NA,374513.4699999999,3104.9000000000005,1537967.555,44468.51,3113026.2904999983,NA,NA,187267.09
plant and fail,2016,California,CA,region IX,West,Pacific,67647.5,339051.658,148867.37000000002,61825.969999999994,94093.14000000003,524231.1200000001,45339.469,423.94,22598.690000000002,202.53,456033.54500000016
plant and fail,2016,Colorado,CO,region VIII,West,Mountain,69163.97,1315717.6650000003,NA,NA,42893.07,NA,362722.11,13112.86,28063.670000000002,NA,2242172.6770000006
plant and fail,2016,Connecticut,CT,region I,Northeast,New England,13.6,24634.332999999995,NA,NA,69.11,NA,58.97,358.605,NA,NA,122.49000000000001
plant and fail,2016,Delaware,DE,region III,South,South Atlantic,31366.670000000002,171431.51,NA,NA,306.31,NA,1538.48,157237.99,NA,NA,61803.64
plant and fail,2016,Florida,FL,region IV,South,South Atlantic,NA,56344.779999999984,26.4,100975.67000000003,14816.809999999998,20023.010000000002,3786.65,29255.91,NA,414431.81,6452.6
plant and fail,2016,Georgia,GA,region IV,South,South Atlantic,415.94000000000005,397221.9600000001,NA,1170750.63,25787.649999999998,NA,14810.160000000002,251501.07000000012,NA,49.82000000000001,109519.86000000002
plant and fail,2016,Hawaii,HI,region IX,West,Pacific,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant and fail,2016,Idaho,ID,region X,West,Mountain,570079.49,303778.07000000007,NA,NA,27910.36999999999,NA,987.74,29.66,166049.43000000005,NA,1137552.2999999993
plant and fail,2016,Illinois,IL,region V,North Central,East North Central,1234.0600000000002,11422230.724600004,NA,2.7,21592.090000000004,2003.7699999999998,16568.030000000002,9953982.315299999,NA,NA,493591.21399999986
plant and fail,2016,Indiana,IN,region V,North Central,East North Central,1632.4249999999997,5513488.974999999,NA,NA,7504.070000000001,NA,10157.890000000003,5611452.977499999,NA,NA,300392.7959999998
plant and fail,2016,Iowa,IA,region VII,North Central,West North Central,2965.86,13590275.520000003,NA,NA,111133.33000000002,NA,3038.320000000001,9391677.949000007,NA,NA,22095.120000000006
plant and fail,2016,Kansas,KS,region VII,North Central,West North Central,17063.000000000004,5014230.054199997,NA,31032.17999999999,104556.87999999992,NA,2780008.316000003,4004077.1409999994,NA,NA,8333992.585000003
plant and fail,2016,Kentucky,KY,region IV,South,East South Central,3323.69,1443420.4753999992,NA,0.6,2355.6000000000004,NA,4412.44,1746775.7440000002,NA,6,446378.10000000003
plant and fail,2016,Louisiana,LA,region VI,South,West South Central,NA,607423.7769999999,NA,137689.78,3201.84,432813.8060000001,49928.779999999984,1213356.0299999998,NA,431392.644,18439.16
plant and fail,2016,Maine,ME,region I,Northeast,New England,14238.369999999999,28606.659799999994,NA,NA,24334.94,NA,26,1585.31,NA,NA,1459.46
plant and fail,2016,Maryland,MD,region III,South,South Atlantic,46852.709999999985,405602.09900000016,NA,NA,5457.179999999999,NA,9076.3,502390.68000000005,NA,NA,349973.40400000004
plant and fail,2016,Massachusetts,MA,region I,Northeast,New England,18.19,16953.171000000002,NA,NA,156.06000000000003,NA,1.15,552.2,NA,NA,6.32
plant and fail,2016,Michigan,MI,region V,North Central,East North Central,7915.340000000001,2236628.1469999994,NA,NA,34218.14,NA,2374.3200000000006,1999678.481,151093.4,NA,569731.79
plant and fail,2016,Minnesota,MN,region V,North Central,West North Central,85363.93,8402229.639000002,NA,NA,147777.69999999998,NA,1927.0900000000004,7459382.5670000035,436361.78,NA,1266638.6349999995
plant and fail,2016,Mississippi,MS,region IV,South,East South Central,NA,721732.1849999998,NA,426287.75000000006,1367.51,191357.25,11014.630000000001,2022279.414999999,NA,3,57240.74
plant and fail,2016,Missouri,MO,region VII,North Central,West North Central,2297.54,3566701.4469999974,NA,277492.75,9840.259999999997,234727.25000000003,53830.14000000001,5521937.218999998,NA,1.62,658095.1900000001
plant and fail,2016,Montana,MT,region VIII,West,Mountain,927154.9649999995,107890.31000000006,NA,NA,52679.94000000001,NA,1659.2099999999998,7551.98,45601.526,NA,4953930.450000002
plant and fail,2016,Nebraska,NE,region VII,North Central,West North Central,7733.180000000002,9826735.672000002,NA,NA,118499.31499999996,NA,130558.41999999994,5126864.713100004,47296.95,NA,1344474.9500000004
plant and fail,2016,Nevada,NV,region IX,West,Mountain,888.21,9644.669999999998,NA,NA,1493.1200000000001,NA,7.1,NA,NA,NA,11716.619999999997
plant and fail,2016,New Hampshire,NH,region I,Northeast,New England,17,13486.724999999997,NA,NA,38.68,NA,14,51.08,NA,NA,48.88
plant and fail,2016,New Jersey,NJ,region II,Northeast,Middle Atlantic,1980.4499999999998,65906.31000000001,NA,NA,1401.9499999999998,NA,2067.6200000000003,96722.42000000001,25.68,NA,20096.610000000004
plant and fail,2016,New Mexico,NM,region VI,West,Mountain,7648.120000000001,114137.69599999998,7667.4000000000005,48591.22,4003.9200000000005,NA,94878.79000000001,NA,NA,NA,331307.6970000001
plant and fail,2016,New York,NY,region II,Northeast,Middle Atlantic,7860.499999999997,975660.5104000003,NA,NA,56764.39000000002,1.5,1068.4700000000003,314681.54,NA,NA,99128.74000000005
plant and fail,2016,North Carolina,NC,region IV,South,South Atlantic,14445.570000000005,960804.549000001,NA,276070.065,12641.269999999997,NA,39415.24,1668401.7310000001,2.03,2,387164.11199999996
plant and fail,2016,North Dakota,ND,region VIII,North Central,West North Central,690690.1800000002,3376339.7549999985,NA,NA,252415.68000000002,NA,2206.86,5954221.974999997,212568.21999999997,NA,7439020.244999999
plant and fail,2016,Ohio,OH,region V,North Central,East North Central,3321.389999999999,3464626.0331000024,NA,NA,14443.150000000005,NA,1126.2399999999998,4767657.040000002,NA,NA,512679.1869999999
plant and fail,2016,Oklahoma,OK,region VI,South,West South Central,25857.91999999999,372000.83999999997,NA,294790.99000000005,26565.52999999999,31.23,385365.1400000001,478185.09000000026,NA,NA,4831273.535900005
plant and fail,2016,Oregon,OR,region X,West,Pacific,36171.46000000001,83676.18000000001,NA,NA,16814.23,NA,49.85,875.27,11500.439999999999,NA,734832.9700000007
plant and fail,2016,Pennsylvania,PA,region III,Northeast,Middle Atlantic,29563.110000000004,850651.8224000004,NA,NA,42901.98,NA,4139.030000000001,491499.83999999997,NA,NA,125390.214
plant and fail,2016,Puerto Rico,PR,region II,NA,NA,NA,5.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant and fail,2016,Rhode Island,RI,region I,Northeast,New England,NA,1497.2,NA,NA,29.6,NA,40.97,4.75,NA,NA,NA
plant and fail,2016,South Carolina,SC,region IV,South,South Atlantic,745.4099999999999,336942.58700000006,NA,187113.35,8889.16,97.71,11567.739999999998,398768.0789999998,NA,5.029999999999999,55832.37000000001
plant and fail,2016,South Dakota,SD,region VIII,North Central,West North Central,31655.27,5463253.1968,NA,NA,282373.91999999975,NA,195936.63000000006,5123228.490000002,NA,NA,2181554.8109999998
plant and fail,2016,Tennessee,TN,region IV,South,East South Central,2154.37,822141.9599999996,NA,251959.26999999996,2263.7,2300.08,4542.379999999999,1580048.1419999998,NA,NA,348160.369
plant and fail,2016,Texas,TX,region VI,South,West South Central,33427.64,2796194.629999999,16250.449999999999,5573542.111699998,274913.7639999999,191507.27999999997,1792702.240000001,157474.17500000002,114.27,39375.590000000004,4647182.225000005
plant and fail,2016,Utah,UT,region VIII,West,Mountain,22063.499999999996,59759.65000000001,NA,NA,8816.97,NA,933.6099999999999,25.96,NA,NA,118129.95000000004
plant and fail,2016,Vermont,VT,region I,Northeast,New England,145.34,82589.58009999998,NA,NA,306.03,NA,105,2144.72,NA,NA,754.25
plant and fail,2016,Virgin Islands,VI,region II,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,1.42,NA
plant and fail,2016,Virginia,VA,region III,South,South Atlantic,22947.19,392489.00000000023,NA,71539.78,4580.04,0.14,15777.740000000002,589251.826,NA,NA,182612.98000000013
plant and fail,2016,Washington,WA,region X,West,Pacific,98424.59000000001,159608.02000000002,NA,NA,8022.780000000001,NA,153.83,68.08999999999999,539.4300000000001,NA,2197071.7260000003
plant and fail,2016,West Virginia,WV,region III,South,South Atlantic,1765.33,41729.63349999999,NA,NA,1161.8500000000001,NA,244.3,26196.620000000003,NA,NA,5563.53
plant and fail,2016,Wisconsin,WI,region V,North Central,East North Central,22352.17000000001,3895711.7524000015,NA,NA,179587.9619999999,NA,2635.51,1933462.82,10.04,NA,266186.0599999998
plant and fail,2016,Wyoming,WY,region VIII,West,Mountain,80361.51,86373.61000000002,NA,NA,18800.299999999996,NA,822.5,87.97999999999999,30861.600000000002,NA,140818.6500000001
plant and fail,2017,Alabama,AL,region IV,South,East South Central,178.17000000000002,216465.8908,NA,429521.61499999993,24102.17,NA,3571.4800000000005,330746.61000000004,NA,2.1,97224.28999999995
plant and fail,2017,Alaska,AK,region X,West,Pacific,5178.679999999999,0.004,NA,NA,906.8600000000001,NA,NA,NA,NA,NA,33
plant and fail,2017,Arizona,AZ,region IX,West,Mountain,18463.65,60059.990000000005,14285,151662.53999999998,17299.83,NA,14625.34,NA,1868.11,NA,104077.42000000004
plant and fail,2017,Arkansas,AR,region VI,South,West South Central,NA,608930.5240000002,NA,439785.86000000004,7097.990000000001,1153161.4099999997,6355.820000000001,3505704.1499999994,NA,NA,192509.62000000005
plant and fail,2017,California,CA,region IX,West,Pacific,58117.47,355955.57999999984,214506.21,65227.42,78032.50999999997,424974.3599999999,35588.61,15,21523.71,340.81,395238.72000000003
plant and fail,2017,Colorado,CO,region VIII,West,Mountain,61506.08,1426219.78,NA,NA,39246.81000000001,NA,331852.31000000006,21701.399999999998,27603.140000000003,NA,2121193.389
plant and fail,2017,Connecticut,CT,region I,Northeast,New England,17.98,23714.575999999994,NA,NA,54.22,NA,44.89,499.04200000000003,NA,NA,134.57
plant and fail,2017,Delaware,DE,region III,South,South Atlantic,12841.769999999999,176590.36000000002,NA,NA,162.82,NA,1193.8400000000001,145662.01,NA,NA,30845.75
plant and fail,2017,Florida,FL,region IV,South,South Atlantic,NA,51359.099999999984,NA,96893.115,16657.159999999996,19599.84,1935.56,14363.499999999998,NA,407928,5127.190000000001
plant and fail,2017,Georgia,GA,region IV,South,South Atlantic,554.77,286859.81999999995,NA,1270267.5500000005,21330.809999999998,NA,16173.980000000005,149577.51,NA,52.43,81437.12
plant and fail,2017,Hawaii,HI,region IX,West,Pacific,NA,410.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant and fail,2017,Idaho,ID,region X,West,Mountain,494563.4800000001,307402.90499999997,NA,NA,26103.430000000015,NA,950.4,19.8,162265.08000000005,NA,1115115.8100000005
plant and fail,2017,Illinois,IL,region V,North Central,East North Central,1282.63,10959883.210999994,NA,NA,18768.969999999998,1143.28,15195.210000000001,10451157.198000003,NA,NA,420074.94000000006
plant and fail,2017,Indiana,IN,region V,North Central,East North Central,1969.15,5274843.325299996,NA,NA,4167.315,NA,7562.180000000001,5886850.071000003,NA,NA,230012.12999999995
plant and fail,2017,Iowa,IA,region VII,North Central,West North Central,3559.8,13024956.939000007,NA,NA,97070.624,NA,2128.710000000001,9841888.630999994,NA,NA,14489.17
plant and fail,2017,Kansas,KS,region VII,North Central,West North Central,12385.669999999998,5382164.1537000025,135.3,89595.99999999997,88877.67000000001,NA,2289056.452000002,5088024.232000004,NA,NA,7436056.1280000005
